id,original_language,status,titulo,vote_count,revenue,runtime,adult
9283,en,Released,Beautiful Girls,103.0,0.0,112.0,
9208,en,Released,Broken Arrow,459.0,150270147.0,108.0,
40154,en,Released,A Midwinter's Tale,6.0,0.0,99.0,False
406,fr,Released,La Haine,695.0,0.0,98.0,
45549,en,Released,Shopping,13.0,0.0,105.0,
63076,en,Released,Heidi Fleiss: Hollywood Madam,4.0,0.0,106.0,False
11062,en,Released,City Hall,67.0,0.0,111.0,
13685,en,Released,Bottle Rocket,285.0,560069.0,91.0,
47475,en,Released,Mr. Wrong,16.0,0.0,96.0,
2045,en,Released,Unforgettable,22.0,0.0,106.0,
9614,en,Released,Happy Gilmore,767.0,41205099.0,92.0,
688,en,Released,The Bridges of Madison County,397.0,182016617.0,135.0,
11907,de,Released,Nobody Loves Me,5.0,0.0,104.0,False
10874,en,Released,Muppet Treasure Island,93.0,34327391.0,100.0,
89333,en,Released,Catwalk,2.0,0.0,95.0,False
96357,en,Released,Headless Body in Topless Bar,0.0,0.0,110.0,False
197,en,Released,Braveheart,3404.0,210000000.0,177.0,
103,en,Released,Taxi Driver,2632.0,28262574.0,114.0,
33542,cn,Released,Rumble in the Bronx,245.0,32392047.0,91.0,
43566,en,Released,Before and After,37.0,0.0,108.0,
71754,en,Released,Margaret's Museum,2.0,0.0,114.0,False
43612,en,Released,Happiness Is in the Field,23.0,0.0,106.0,
51352,en,Released,Anne Frank Remembered,4.0,1.0,117.0,False
16934,en,Released,The Young Poisoner's Handbook,19.0,0.0,99.0,
10324,en,Released,If Lucy Fell,11.0,0.0,92.0,
78406,en,Released,Steal Big Steal Little,7.0,6278139.0,113.0,False
55731,en,Released,Race the Sun,21.0,0.0,100.0,
32119,en,Released,The Boys of St. Vincent,7.0,0.0,90.0,False
11066,en,Released,Boomerang,139.0,70100000.0,117.0,
11104,cn,Released,Chungking Express,249.0,0.0,102.0,
37975,it,Released,The Star Maker,29.0,0.0,113.0,
2074,en,Released,Flirting with Disaster,66.0,14702438.0,92.0,
27793,en,Released,The Neverending Story III: Escape from Fantasia,105.0,0.0,95.0,
44284,ar,Released,The Silences of the Palace,3.0,0.0,116.0,False
290157,en,Released,Jupiter's Wife,0.0,0.0,87.0,False
110972,en,Released,Pie in the Sky,2.0,0.0,95.0,False
32622,en,Released,Angela,9.0,0.0,99.0,False
73067,it,Released,Frankie Starlight,4.0,0.0,101.0,False
11863,en,Released,Jade,45.0,9851610.0,95.0,
55475,es,Released,Nueba Yol,1.0,0.0,102.0,False
124636,en,Released,Sonic Outlaws,0.0,0.0,87.0,False
9101,en,Released,Down Periscope,110.0,0.0,92.0,
123360,en,Released,From the Journals of Jean Seberg,2.0,0.0,97.0,False
5757,en,Released,Man of the Year,2.0,209935.0,86.0,False
39428,en,Released,The Neon Bible,5.0,0.0,91.0,False
124639,en,Released,Target,0.0,0.0,122.0,False
9302,en,Released,Up Close & Personal,51.0,0.0,119.0,
11000,en,Released,The Birdcage,303.0,185260553.0,117.0,
249882,en,Released,Virgin Mary,2.0,0.0,125.0,False
16388,en,Released,The Brothers McMullen,23.0,0.0,98.0,
9737,en,Released,Bad Boys,1729.0,141407024.0,118.0,
30765,en,Released,The Amazing Panda Adventure,31.0,0.0,81.0,
10474,en,Released,The Basketball Diaries,472.0,0.0,102.0,
22279,en,Released,An Awfully Big Adventure,11.0,851545.0,113.0,
30157,en,Released,Amateur,21.0,0.0,105.0,
568,en,Released,Apollo 13,1637.0,355237933.0,140.0,
11780,en,Released,Rob Roy,151.0,31596911.0,139.0,
34996,en,Released,The Addiction,46.0,0.0,82.0,
414,en,Released,Batman Forever,1529.0,336529144.0,121.0,
649,fr,Released,Belle de Jour,163.0,0.0,101.0,
1873,en,Released,Beyond Rangoon,21.0,0.0,100.0,
5894,en,Released,Blue in the Face,28.0,1275000.0,83.0,
1775,en,Released,Canadian Bacon,57.0,178104.0,91.0,
8839,en,Released,Casper,1045.0,287928194.0,100.0,
20649,en,Released,Clockers,69.0,13071518.0,128.0,
10329,en,Released,Congo,214.0,152022101.0,109.0,
8963,en,Released,Crimson Tide,508.0,157387195.0,116.0,
26564,en,Released,Crumb,71.0,3174695.0,119.0,
8068,en,Released,Desperado,898.0,25405445.0,104.0,
8512,en,Released,Devil in a Blue Dress,88.0,16140822.0,102.0,
1572,en,Released,Die Hard: With a Vengeance,2094.0,366101666.0,128.0,
13552,en,Released,The Doom Generation,57.0,0.0,80.0,
259209,en,Released,Feast of July,0.0,0.0,116.0,False
6520,en,Released,First Knight,319.0,127600435.0,134.0,
9073,en,Released,Free Willy 2 - The Adventure Home,130.0,0.0,95.0,
10428,en,Released,Hackers,406.0,7563728.0,107.0,
17447,en,Released,Jeffrey,19.0,0.0,92.0,
9886,en,Released,Johnny Mnemonic,380.0,19075720.0,97.0,
9482,en,Released,Judge Dredd,643.0,113493481.0,96.0,
19326,en,Released,Jury Duty,34.0,17014653.0,88.0,
9344,en,Released,Kids,280.0,7412216.0,91.0,
9071,en,Released,Living in Oblivion,64.0,1148752.0,89.0,
8973,en,Released,Lord of Illusions,87.0,0.0,119.0,
15730,en,Released,Love & Human Remains,7.0,0.0,100.0,False
47608,en,Released,Mad Love,27.0,15453274.0,95.0,
2293,en,Released,Mallrats,400.0,2122561.0,94.0,
9070,en,Released,Mighty Morphin Power Rangers: The Movie,153.0,66000000.0,92.0,
68274,en,Released,Moonlight and Valentino,10.0,0.0,100.0,
48787,en,Released,Mute Witness,36.0,1.0,95.0,
34574,en,Released,Nadja,12.0,0.0,93.0,
1642,en,Released,The Net,359.0,110627965.0,114.0,
11472,en,Released,Nine Months,171.0,69660733.0,103.0,
36196,en,Released,Party Girl,14.0,472370.0,94.0,
11980,en,Released,The Prophecy,139.0,16.0,98.0,
58372,en,Released,Reckless,1.0,0.0,91.0,False
32646,en,Released,Safe,62.0,0.0,119.0,
10533,en,Released,The Scarlet Letter,111.0,10382407.0,135.0,
56088,en,,The Show,2.0,0.0,93.0,False
10802,en,Released,Showgirls,261.0,20350754.0,128.0,
10149,en,Released,Smoke,115.0,8349430.0,112.0,
18402,en,Released,Something to Talk About,60.0,50892160.0,106.0,
9348,en,Released,Species,457.0,113374103.0,108.0,
139408,en,Released,The Stars Fell on Henrietta,6.0,0.0,109.0,False
281,en,Released,Strange Days,334.0,7959291.0,145.0,
5967,fr,Released,The Umbrellas of Cherbourg,119.0,0.0,91.0,
79593,en,Released,The Tie That Binds,9.0,5780000.0,99.0,False
47939,en,Released,Three Wishes,18.0,7025496.0,115.0,
36834,en,Released,Total Eclipse,112.0,339889.0,111.0,
9090,en,Released,"To Wong Foo, Thanks for Everything! Julie Newmar",117.0,47774193.0,105.0,
3512,en,Released,Under Siege 2: Dark Territory,217.0,104324083.0,100.0,
52856,en,Released,Unstrung Heroes,9.0,0.0,93.0,False
77350,en,Released,Unzipped,6.0,0.0,73.0,False
9560,en,Released,A Walk in the Clouds,168.0,50012507.0,103.0,
9804,en,Released,Waterworld,1017.0,264218220.0,135.0,
31611,en,Released,White Man's Burden,25.0,0.0,89.0,
65796,en,Released,Wild Bill,27.0,0.0,98.0,
49805,en,Released,The Browning Version,11.0,0.0,97.0,
26258,en,Released,Bushwhacked,29.0,0.0,90.0,
50797,ru,Released,Burnt by the Sun,35.0,2616503.0,135.0,
19155,en,Released,Before the Rain,45.0,763847.0,113.0,
76,en,Released,Before Sunrise,984.0,5535405.0,105.0,
11017,en,Released,Billy Madison,464.0,26488734.0,89.0,
37141,en,Released,The Babysitter,27.0,0.0,90.0,
9382,en,Released,Boys on the Side,48.0,23450000.0,115.0,
6715,en,Released,The Cure,58.0,0.0,97.0,
18256,en,Released,Castle Freak,40.0,0.0,95.0,
22625,en,Released,Circle of Friends,30.0,0.0,103.0,
2292,en,Released,Clerks,769.0,3151130.0,92.0,
1909,en,Released,Don Juan DeMarco,184.0,22200000.0,97.0,
8984,en,Released,Disclosure,217.0,214015089.0,123.0,
61813,en,Released,Dream Man,1.0,0.0,0.0,False
4954,en,Released,Drop Zone,91.0,0.0,101.0,
62488,it,Released,Destiny Turns on the Radio,9.0,0.0,0.0,False
10531,en,Released,Death and the Maiden,92.0,0.0,103.0,
11929,en,Released,Dolores Claiborne,183.0,0.0,132.0,
8467,en,Released,Dumb and Dumber,1894.0,247275374.0,107.0,
10451,zh,Released,Eat Drink Man Woman,76.0,7294403.0,123.0,
20156,en,Released,Exotica,64.0,0.0,103.0,
18395,en,Released,Exit to Eden,28.0,6841570.0,113.0,
522,en,Released,Ed Wood,639.0,5887457.0,127.0,
397,en,Released,French Kiss,179.0,0.0,111.0,
10525,en,Released,Forget Paris,38.0,0.0,101.0,
27985,en,Released,Far from Home: The Adventures of Yellow Dog,27.0,0.0,87.0,
15789,en,Released,A Goofy Movie,404.0,35348597.0,78.0,
27303,en,Released,Hideaway,24.0,12201255.0,103.0,
21183,en,Released,Fluke,48.0,0.0,96.0,
10954,fr,Released,Farinelli,20.0,0.0,111.0,
47867,en,Released,Gordy,4.0,3992809.0,90.0,False
43475,en,Released,Gumby: The Movie,2.0,0.0,77.0,False
72031,en,Released,The Glass Shield,9.0,0.0,109.0,False
14275,en,Released,Hoop Dreams,91.0,7830611.0,171.0,
1024,en,Released,Heavenly Creatures,299.0,3049135.0,99.0,
17207,en,Released,Houseguest,17.0,26325256.0,113.0,
13701,en,Released,Immortal Beloved,90.0,0.0,121.0,
14819,en,Released,Heavyweights,97.0,17689177.0,100.0,
32631,en,Released,The Hunted,25.0,0.0,106.0,
11777,en,Released,I.Q.,112.0,0.0,100.0,
628,en,Released,Interview with the Vampire,1558.0,223664608.0,123.0,
87729,en,Released,Jefferson in Paris,10.0,2474000.0,139.0,
18713,en,Released,The Jerky Boys,10.0,0.0,82.0,
6280,en,Released,Junior,381.0,37000000.0,109.0,
9061,en,Released,Just Cause,124.0,0.0,102.0,
37108,en,Released,A Kid in King Arthur's Court,40.0,0.0,89.0,
6071,en,Released,Kiss of Death,83.0,0.0,101.0,
11,en,Released,Star Wars,6778.0,775398007.0,121.0,
9587,en,Released,Little Women,222.0,0.0,115.0,
19101,en,Released,A Little Princess,207.0,0.0,97.0,
49980,en,Released,Ladybird Ladybird,14.0,0.0,101.0,
17961,fr,Released,L'Enfer,22.0,0.0,100.0,
18183,es,Released,Like Water for Chocolate,70.0,21665468.0,105.0,
4476,en,Released,Legends of the Fall,636.0,160638883.0,133.0,
11008,en,Released,Major Payne,164.0,0.0,95.0,
47504,en,Released,Little Odessa,31.0,0.0,98.0,
32325,en,Released,Mi Vida Loca,9.0,0.0,92.0,False
43742,en,Released,Love Affair,11.0,0.0,108.0,
28313,en,Released,Losing Isaiah,28.0,7603766.0,106.0,
11318,en,Released,The Madness of King George,67.0,0.0,107.0,
3036,en,Released,Mary Shelley's Frankenstein,272.0,112006296.0,123.0,
40490,en,Released,Man of the House,40.0,0.0,96.0,
24070,en,Released,Mixed Nuts,37.0,0.0,97.0,
8986,en,Released,Milk Money,49.0,18137661.0,108.0,
10510,en,Released,Miracle on 34th Street,199.0,46264384.0,114.0,
17402,en,Released,Miami Rhapsody,7.0,5.0,95.0,False
38722,en,Released,My Family,11.0,0.0,128.0,
8438,en,Released,Murder in the First,140.0,17381942.0,122.0,
11593,en,Released,Nobody's Fool,56.0,0.0,110.0,
1945,en,Released,Nell,128.0,106683817.0,112.0,
39310,en,Released,New Jersey Drive,7.0,0.0,98.0,False
109560,en,Released,New York Cop,0.0,0.0,93.0,False
56428,en,Released,Beyond Bedlam,4.0,0.0,89.0,False
63105,en,Released,Nemesis 2 - Nebula,10.0,0.0,83.0,
131957,en,Released,Nina Takes a Lover,4.0,0.0,100.0,False
241,en,Released,Natural Born Killers,927.0,50282766.0,119.0,
9058,en,Released,Only You,92.0,0.0,115.0,
527,en,Released,Once Were Warriors,106.0,2201126.0,99.0,
18220,en,Released,Poison Ivy II: Lily,32.0,0.0,106.0,
6950,en,Released,Outbreak,522.0,189859560.0,127.0,
101,fr,Released,Leon: The Professional,4293.0,45284974.0,110.0,
63020,en,Released,The Perez Family,9.0,2832826.0,113.0,False
2307,en,Released,A Pyromaniac's Love Story,2.0,0.0,94.0,False
680,en,Released,Pulp Fiction,8670.0,213928762.0,154.0,
41478,en,Released,Panther,6.0,6834525.0,124.0,False
25296,zh,Released,Pushing Hands,9.0,152322.0,105.0,False
40156,en,Released,Priest,32.0,4176932.0,98.0,
11450,en,Released,Quiz Show,262.0,0.0,133.0,
30304,en,Released,Picture Bride,5.0,0.0,94.0,False
10452,fr,Released,Queen Margot,67.0,0.0,162.0,
12106,en,Released,The Quick and the Dead,431.0,18552460.0,107.0,
161495,sv,Released,Roommates,7.0,12400000.0,108.0,False
3586,en,Released,Prêt-à-Porter,33.0,11300653.0,133.0,
110,fr,Released,Three Colors: Red,246.0,0.0,99.0,
108,fr,Released,Three Colors: Blue,311.0,0.0,98.0,
109,fr,Released,Three Colors: White,218.0,0.0,91.0,
159185,zh,Released,"Red Firecracker, Green Firecracker",2.0,0.0,111.0,False
36357,en,Released,Rent-a-Kid,15.0,0.0,85.0,
92769,en,Released,Relative Fear,3.0,0.0,90.0,False
28033,en,Released,Stuart Saves His Family,6.0,0.0,95.0,False
22586,en,Released,The Swan Princess,251.0,9771658.0,89.0,
14334,en,Released,The Secret of Roan Inish,15.0,0.0,97.0,
2636,en,Released,The Specialist,317.0,170362582.0,110.0,
2164,en,Released,Stargate,942.0,196567262.0,121.0,
11395,en,Released,The Santa Clause,501.0,189833357.0,97.0,
278,en,Released,The Shawshank Redemption,8358.0,28341469.0,142.0,
9905,en,Released,Shallow Grave,247.0,0.0,92.0,
87078,en,Released,Suture,7.0,102780.0,96.0,False
12527,es,Released,Strawberry and Chocolate,16.0,0.0,108.0,
20306,en,Released,Swimming with Sharks,104.0,0.0,101.0,
36614,en,Released,The Sum of Us,21.0,0.0,100.0,
27993,en,Released,Senior Trip,23.0,0.0,91.0,
31439,zh,Released,To Live,62.0,0.0,125.0,
9067,en,Released,Tank Girl,140.0,4064495.0,98.0,
9059,en,Released,Tales from the Crypt: Demon Knight,96.0,0.0,92.0,
193,en,Released,Star Trek: Generations,461.0,120000000.0,118.0,
25066,en,Released,Tales from the Hood,33.0,12000000.0,98.0,
46797,en,Released,Tom & Viv,8.0,0.0,115.0,False
12122,en,Released,Village of the Damned,165.0,0.0,99.0,
11381,en,Released,Tommy Boy,321.0,32648673.0,97.0,
32636,en,Released,Vanya on 42nd Street,15.0,0.0,119.0,
36141,en,Released,The Underneath,15.0,0.0,99.0,
95963,en,Released,The Walking Dead,4.0,0.0,88.0,False
1587,en,Released,What's Eating Gilbert Grape,943.0,10032765.0,118.0,
9271,en,Released,Virtuosity,163.0,24048000.0,106.0,
2064,en,Released,While You Were Sleeping,340.0,182057016.0,103.0,
19855,en,Released,The War,39.0,0.0,126.0,
60855,en,Released,Double Happiness,2.0,759393.0,87.0,False
236,en,Released,Muriel's Wedding,104.0,15119639.0,106.0,
48287,en,Released,The Baby-Sitters Club,23.0,0.0,94.0,
3049,en,Released,Ace Ventura: Pet Detective,1684.0,107217396.0,86.0,
2759,en,Released,"The Adventures of Priscilla, Queen of the Desert",174.0,11220670.0,104.0,
12635,en,Released,Backbeat,37.0,0.0,100.0,
10497,en,Released,Bitter Moon,115.0,1862805.0,139.0,
11382,en,Released,Bullets Over Broadway,130.0,0.0,98.0,
9331,en,Released,Clear and Present Danger,390.0,215887717.0,141.0,
10731,en,Released,The Client,287.0,117615211.0,119.0,
10464,en,Released,"Corrina, Corrina",83.0,0.0,115.0,
34152,en,Released,Crooklyn,31.0,0.0,115.0,
9495,en,Released,The Crow,980.0,94000000.0,102.0,
29973,en,Released,Cobb,29.0,1007583.0,128.0,
888,en,Released,The Flintstones,559.0,341631208.0,91.0,
13,en,Released,Forrest Gump,8147.0,677945399.0,142.0,
712,en,Released,Four Weddings and a Funeral,654.0,254700832.0,117.0,
16295,en,Released,Higher Learning,49.0,38290723.0,127.0,
48992,en,Released,I Like It Like That,4.0,1777020.0,104.0,False
10879,en,Released,I Love Trouble,41.0,61947267.0,123.0,
10660,en,Released,It Could Happen to You,154.0,0.0,101.0,
10714,en,Released,The Jungle Book,107.0,0.0,111.0,
41647,en,Released,"The Wonderful, Horrible Life of Leni Riefenstahl",5.0,449707.0,180.0,False
8587,en,Released,The Lion King,5520.0,788241776.0,89.0,
1689,en,Released,Little Buddha,76.0,4858139.0,140.0,
11596,en,Released,New Nightmare,297.0,18090181.0,112.0,
854,en,Released,The Mask,2550.0,351583407.0,101.0,
9359,en,Released,Maverick,490.0,0.0,127.0,
23333,en,Released,Mrs. Parker and the Vicious Circle,20.0,0.0,125.0,
36593,en,Released,The Naked Gun 33⅓: The Final Insult,535.0,51132598.0,83.0,
12280,en,Released,The Paper,40.0,0.0,112.0,
2788,en,Released,Reality Bites,180.0,20079850.0,99.0,
10427,en,Released,Red Rock West,71.0,2000000.0,98.0,
11011,en,Released,Ri¢hie Ri¢h,426.0,0.0,95.0,
49803,en,Released,Safe Passage,7.0,0.0,98.0,False
8987,en,Released,The River Wild,214.0,0.0,111.0,
1637,en,Released,Speed,1814.0,350448145.0,116.0,
15128,en,Released,Speechless,24.0,0.0,99.0,
8831,en,Released,Timecop,288.0,101646581.0,99.0,
36955,en,Released,True Lies,1138.0,378882411.0,141.0,
10449,en,Released,When a Man Loves a Woman,71.0,50021959.0,126.0,
10395,en,Released,Wolf,221.0,0.0,125.0,
12160,en,Released,Wyatt Earp,203.0,25052000.0,191.0,
40480,en,Released,Bad Company,12.0,0.0,108.0,
52038,en,Released,A Man of No Importance,2.0,953.0,99.0,False
29444,en,Released,S.F.W.,22.0,0.0,96.0,
26352,en,Released,A Low Down Dirty Shame,31.0,29392418.0,100.0,
39953,en,Released,"Boys Life: Three Stories of Love, Lust, and Liberation",1.0,0.0,91.0,False
41580,fr,Released,Colonel Chabert,9.0,0.0,110.0,False
315,en,Released,"Faster, Pussycat! Kill! Kill!",59.0,0.0,83.0,
22067,en,Released,Jason's Lyric,9.0,20851521.0,119.0,False
18242,en,Released,The Secret Adventures of Tom Thumb,8.0,0.0,61.0,False
11667,en,Released,Street Fighter,330.0,99423521.0,102.0,
32502,en,Released,Coldblooded,13.0,0.0,92.0,
267188,en,Released,Desert Winds,0.0,0.0,97.0,False
28732,en,Released,Fall Time,6.0,0.0,88.0,False
75555,en,Released,The Fear,7.0,0.0,98.0,False
42981,en,Released,Frank and Ollie,4.0,0.0,89.0,False
278939,en,Released,Girl in the Cadillac,1.0,0.0,89.0,False
291731,en,Released,Homage,0.0,0.0,97.0,False
226229,en,Released,Mirage,1.0,0.0,92.0,False
203119,en,Released,Open Season,0.0,0.0,97.0,False
172923,en,Released,Dos Crímenes,1.0,0.0,0.0,False
316098,en,Released,Brother Minister: The Assassination of Malcolm X,1.0,0.0,115.0,False
8011,en,Released,Highlander: The Final Dimension,110.0,36800000.0,99.0,
171857,en,Released,Federal Hill,2.0,0.0,97.0,False
2654,en,Released,In the Mouth of Madness,307.0,8946600.0,95.0,
18069,en,Released,8 Seconds,22.0,0.0,105.0,
19092,en,Released,Above the Rim,40.0,0.0,96.0,
2758,en,Released,Addams Family Values,537.0,48919043.0,94.0,
38129,en,Released,Martin Lawrence: You So Crazy,4.0,0.0,84.0,False
10436,en,Released,The Age of Innocence,172.0,32255440.0,139.0,
13595,en,Released,Airheads,222.0,0.0,92.0,
46094,en,Released,The Air Up There,42.0,21011500.0,107.0,
9409,en,Released,Another Stakeout,58.0,0.0,105.0,
11853,en,Released,Bad Girls,61.0,15240435.0,99.0,
16771,en,Released,Barcelona,20.0,0.0,100.0,
46924,en,Released,Being Human,15.0,0.0,122.0,
11041,en,Released,The Beverly Hillbillies,86.0,0.0,93.0,
306,en,Released,Beverly Hills Cop III,445.0,119208989.0,104.0,
14522,en,Released,Black Beauty,68.0,0.0,88.0,
26203,en,Released,Blink,45.0,16668552.0,106.0,
178,en,Released,Blown Away,126.0,30156002.0,121.0,
19819,en,Released,Blue Chips,41.0,0.0,108.0,
57834,en,Released,Blue Sky,28.0,0.0,101.0,
4722,en,Released,Body Snatchers,102.0,428868.0,87.0,
18215,en,Released,Boxing Helena,59.0,1796389.0,107.0,
1607,en,Released,A Bronx Tale,447.0,17287898.0,121.0,
26391,en,Released,Cabin Boy,28.0,3662459.0,80.0,
117553,en,Released,Calendar Girl,10.0,2570145.0,90.0,
6075,en,Released,Carlito's Way,805.0,36516012.0,144.0,
11310,en,Released,City Slickers II: The Legend of Curly's Gold,103.0,0.0,116.0,
18658,en,Released,Clean Slate,25.0,7355425.0,107.0,
9350,en,Released,Cliffhanger,600.0,255000211.0,112.0,
9612,en,Released,Coneheads,228.0,0.0,88.0,
2124,en,Released,Color of Night,117.0,19726050.0,121.0,
26261,en,Released,Cops & Robbersons,36.0,0.0,93.0,
19176,en,Released,The Cowboy Way,38.0,0.0,102.0,
49299,en,Released,Dangerous Game,9.0,0.0,108.0,False
11566,en,Released,Dave,205.0,63000000.0,110.0,
9571,en,Released,Dazed and Confused,588.0,7993039.0,102.0,
9739,en,Released,Demolition Man,1018.0,159055768.0,115.0,
24257,en,Released,The Endless Summer 2,12.0,0.0,109.0,
34444,en,Released,Even Cowgirls Get the Blues,29.0,0.0,96.0,
26141,en,Released,Fatal Instinct,37.0,0.0,91.0,
10997,zh,Released,Farewell My Concubine,98.0,0.0,171.0,
50463,en,Released,The Favor,6.0,0.0,97.0,False
10443,en,Released,Fearless,80.0,0.0,122.0,
20239,en,Released,Fear of a Black Hat,11.0,0.0,88.0,
16297,en,Released,With Honors,54.0,0.0,103.0,
18551,en,Released,Flesh and Bone,22.0,9488998.0,126.0,
25440,en,Released,Widows' Peak,3.0,0.0,101.0,False
9024,en,Released,For Love or Money,77.0,11146270.0,94.0,
37233,en,Released,The Firm,513.0,270248367.0,154.0,
1634,en,Released,Free Willy,429.0,153698625.0,112.0,
13815,en,Released,Fresh,56.0,0.0,114.0,
5503,en,Released,The Fugitive,1240.0,368875760.0,130.0,
35588,en,Released,Geronimo: An American Legend,44.0,18635620.0,115.0,
2087,en,Released,The Getaway,81.0,30.0,115.0,
